date,ticker,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio
08/31/2022,MSFT,"1,950,014,987,771","1,906,535,987,771",27.095,25.907,1.941,9.943,11.709,,
07/31/2022,MSFT,"2,093,728,564,145","2,050,249,564,145",29.092,27.933,2.091,10.676,12.572,,
06/30/2022,MSFT,"1,916,979,120,000","1,873,602,120,000",26.809,23.81,1.731,10.082,11.766,,
05/31/2022,MSFT,"2,033,324,738,412","1,989,947,738,412",28.379,25.189,1.833,10.673,12.48,,
04/30/2022,MSFT,"2,075,581,275,625","2,032,204,275,625",28.969,25.773,1.906,10.895,12.74,,
03/31/2022,MSFT,"2,307,083,730,000","2,245,767,730,000",32.834,28.571,2.121,12.631,14.418,,
02/28/2022,MSFT,"2,239,988,720,022","2,178,672,720,022",31.82,32.68,2.428,12.241,13.999,,
01/31/2022,MSFT,"2,331,375,521,779","2,270,059,521,779",33.118,34.13,2.539,12.74,14.57,,
12/31/2021,MSFT,"2,522,400,000,000","2,455,154,000,000",37.62,36.9,2.872,14.484,16.597,,
11/30/2021,MSFT,"2,482,063,254,981","2,414,817,254,981",36.979,36.232,2.81,14.237,16.332,,
10/31/2021,MSFT,"2,489,796,474,839","2,422,550,474,839",37.094,36.496,2.836,14.282,16.383,,
09/30/2021,MSFT,"2,117,219,200,000","2,054,738,200,000",35.021,31.546,2.604,12.76,14.911,,
08/31/2021,MSFT,"2,268,595,369,946","2,206,114,369,946",37.501,33.898,2.795,13.664,15.977,,
07/31/2021,MSFT,"2,141,067,665,467","2,078,586,665,467",35.393,32.468,2.651,12.896,15.079,,
06/30/2021,MSFT,"2,036,897,100,000","1,979,214,100,000",36.907,32.573,2.647,12.914,15.144,,
05/31/2021,MSFT,"1,880,483,533,893","1,822,800,533,893",34.016,30.03,2.439,11.903,13.981,,
